user,friends_of_friends
308,9904
309,1414
310,8992
311,3179
312,3580
313,923
314,3283
315,7006
316,552
317,4931
318,4996
319,1524
320,1862
321,195
322,1823
323,1562
324,2270
325,2617
326,3413
327,3566
328,1371
329,2175
330,4001
331,1473
332,2034
333,1429
334,2834
335,4464
336,6158
337,1109
338,1714
339,3258
340,820
341,1273
342,8
343,3619
344,2
345,2893
346,11
347,2813
349,258
350,1342
351,1452
352,927
353,234
354,1370
355,497
356,1147
357,4215
358,1696
359,1586
360,1483
361,802
362,2947
363,695
364,201
365,669
366,2334
367,769
368,2594
369,5034
370,2672
371,1188
372,685
373,4495
374,1068
375,39
376,326
378,2332
380,58
381,2776
382,1703
383,5128
384,384
385,72
386,3874
387,756
388,1845
389,65
390,301
391,356
392,5915
393,1716
394,1100
395,1019
396,348
397,242
398,533
399,1369
400,4778
401,1514
402,218
403,634
404,1688
405,4883
406,1277
407,2066
408,832
409,129
410,19
411,3938
412,1453
413,200
414,1933
415,1393
416,2957
417,1121
418,1322
419,1649
420,982
421,1326
422,1027
423,2225
424,2419
425,857
426,3208
428,1110
429,1769
430,3546
431,4704
432,1830
433,1901
434,3820
435,142
436,1056
437,580
438,327
439,197
440,180
441,566
442,2614
443,3716
444,691
445,151
446,178
447,1520
448,761
449,4147
450,2742
451,10922
452,950
453,1858
454,5686
455,1258
456,7412
457,2683
458,6682
459,3360
460,6538
461,1359
462,1222
463,148
464,2039
465,5737
466,116
467,1466
468,1633
469,8451
470,200
471,4194
472,6637
473,5044
474,3643
475,1623
476,192
477,1371
478,1106
479,186
480,3527
481,1303
482,8406
483,13870
484,6274
485,15144
486,1628
487,2899
488,662
489,2751
490,8164
491,2538
492,2890
493,3291
494,2884
495,1670
496,4729
497,4480
498,298
499,2297
500,4883
501,1629
502,1112
503,2211
504,5692
505,4261
506,4805
507,8540
508,5090
509,601
510,2371
511,4008
512,4109
513,2394
514,5271
515,2386
516,4170
517,3460
518,565
519,4854
520,1501
521,4929
522,3713
523,1586
524,8414
525,2608
526,3256
527,3797
528,2052
529,2091
530,7433
531,2935
532,11441
533,3151
534,4385
535,2101
536,473
537,1369
538,9612
539,4324
540,1076
541,4692
542,1949
543,2279
544,6144
545,2832
546,2240
547,6105
548,752
549,3576
550,6444
551,5093
552,5531
553,4157
554,1393
555,8564
556,2933
557,1600
558,4861
559,6846
560,1593
561,1754
562,1911
563,4947
564,4771
565,1441
566,928
567,5853
568,6711
569,1725
570,6130
571,3021
572,1908
573,6892
574,6740
575,3012
576,3698
577,3191
578,3138
579,5794
580,3485
581,3846
582,3759
583,1974
584,1360
585,14839
586,4523
587,1215
588,2271
589,2291
590,2270
591,1706
592,459
593,3439
594,5219
595,6929
596,1744
597,5470
598,5996
599,1256
600,1816
601,2150
602,1477
603,944
604,2695
605,4481
606,1907
607,3582
608,3567
609,4139
610,3232
611,2203
612,909
613,3597
614,1554
615,211
616,3060
617,3489
618,1060
619,7954
620,2344
621,1151
622,1823
623,1560
624,5782
625,665
626,1159
627,607
628,7873
629,1871
630,4445
631,1459
632,4589
633,450
634,2462
635,3046
637,2171
638,1741
639,357
640,1731
641,1851
642,5025
643,1357
644,1777
645,312
646,633
647,8883
648,1017
649,8471
650,4601
652,2762
653,7201
654,1299
655,127
656,2149
657,8069
658,5849
659,2470
660,1863
661,46
662,3108
663,2150
664,1953
665,860
666,3135
667,3102
668,1498
669,2698
670,1621
671,469
672,3863
673,3814
674,519
675,7879
677,1519
678,2248
679,5965
680,1913
681,1862
682,3730
683,4854
684,2301
685,1451
686,1375
687,3443
688,8
689,7343
690,2888
691,1179
692,994
693,9585
694,3673
695,2952
696,222
697,232
698,2334
699,11625
700,983
701,479
702,162
703,508
704,2237
705,625
706,25209
707,907
708,8014
709,2445
710,1040
711,3057
712,226
713,1881
714,2007
715,3195
716,8452
717,7038
718,3267
719,1531
720,1352
721,2263
722,176
723,1940
724,3675
725,376
727,1810
728,304
729,2074
730,3071
731,4765
732,1156
733,3116
734,1258
735,156
736,2114
737,549
738,667
739,1818
741,3248
742,237
743,111
744,2997
745,8827
746,7455
747,2173
748,473
749,334
750,1642
751,390
752,2437
753,668
754,9963
755,3599
756,3399
757,2816
758,1678
759,1853
760,3904
761,1951
762,3316
763,2195
764,353
765,2703
766,658
767,832
768,3240
769,1270
770,1362
771,2998
772,2034
773,3337
774,3311
775,2324
776,2225
777,5595
778,5404
779,2367
780,1689
781,712
782,291
783,3980
784,3321
785,7750
786,4135
787,5653
788,2217
789,1189
790,13662
791,1353
792,620
793,3271
794,903
795,333
796,14676
797,4372
798,2173
799,4233
800,3991
801,15848
802,3081
803,1211
804,4531
805,1942
806,4637
807,1633
808,5045
809,2428
810,1926
811,1503
812,700
813,2530
814,3987
815,1791
816,1484
817,3194
818,2040
819,4356
820,1885
821,1370
822,1196
823,1435
824,1409
825,2241
826,2974
827,147
828,3072
830,1153
831,371
832,7721
834,208
835,5888
836,2015
837,148
838,1887
839,3091
840,2352
841,1245
842,812
843,1281
844,2156
845,5155
846,6419
847,1038
848,10477
849,2416
850,380
851,5255
852,543
853,1745
854,29038
855,3170
856,2518
857,5856
859,7481
860,1036
861,4763
862,6403
863,1416
864,2835
865,3311
866,3953
867,1706
868,1275
869,4114
870,561
871,663
872,2069
873,3756
874,2171
875,1748
876,1387
877,1089
878,10269
879,2651
880,1733
881,2660
882,1283
883,2819
884,1239
885,1380
886,1637
887,577
888,1651
889,950
890,4989
891,2458
892,1818
893,5078
894,2113
895,7138
896,2078
897,664
898,7646
899,734
900,5870
901,2613
902,1164
903,293
904,6281
905,7186
906,1179
907,5916
908,2529
909,2125
910,2540
911,3912
912,1155
913,2467
914,793
915,1456
916,11116
917,2371
918,3886
919,3257
920,1785
921,3298
922,7946
923,1548
924,1806
925,2583
926,3423
927,1019
928,23578
929,1376
930,1736
931,7232
932,805
933,2999
934,1230
935,670
936,643
937,355
938,8752
939,749
940,997
941,1759
942,3035
943,1509
944,738
945,1172
946,1731
947,6389
948,3026
949,736
950,2351
951,4189
952,2040
953,1744
954,8066
955,2123
956,1554
957,2830
958,3548
959,1951
960,27
961,675
962,7197
963,1739
964,2129
965,352
966,2732
967,4855
968,16027
969,941
970,5687
971,2978
972,3529
973,3563
974,16468
975,933
976,1923
977,546
978,2701
979,28
980,3197
981,8105
982,1839
983,2484
984,827
985,1941
986,13409
987,138
988,1438
989,1490
990,2241
991,3420
992,3972
993,273
994,1590
995,542
996,1953
997,1200
998,2462
999,5710
1000,12559
1001,2774
1002,176
1003,1228
1004,8726
1005,2163
1006,3195
1007,33
1008,1947
1009,4693
1010,1274
1011,898
1012,6600
1013,2831
1014,4755
1015,3994
1016,3586
1017,8881
1018,6971
1019,5115
1020,2075
1021,18446
1022,39908
1023,18604
1024,1985
1025,4506
1026,275
1027,3954
1028,2883
1029,1951
1030,394
1031,461
1032,3671
1033,3640
1034,2805
1035,1833
1036,2756
1037,1992
1038,10315
1039,722
1040,1887
1041,4503
1042,579
1043,376
1044,2975
1045,3213
1046,2415
1047,3559
1048,1587
1049,2606
1050,7897
1051,2752
1052,1549
1053,640
1054,8358
1055,4042
1056,1117
1057,2022
1058,4785
1059,814
1060,1290
1061,1257
1062,1565
1063,665
1064,1099
1065,2920
1066,1011
1067,5702
1068,1338
1069,1238
1070,3888
1071,1493
1072,3197
1073,11332
1074,6642
1075,1216
1076,2603
1077,1782
1078,5353
1079,1181
1080,2643
1081,4826
1082,9962
1083,1764
1084,1799
1085,4006
1086,13111
1087,5539
1088,8285
1089,2074
1090,4629
1091,7512
1092,1268
1093,6172
1094,4208
1095,3589
1096,5309
1097,4360
1098,2777
1099,2234
1100,1405
1101,448
1102,3620
1103,3950
1104,1529
1105,20992
1106,7047
1107,2363
1108,785
1109,1591
1110,2129
1111,1821
1112,425
1113,496
1114,996
1115,1875
1116,325
1117,1404
1118,187
1119,1790
1120,565
1121,1869
1122,2011
1123,816
1124,1361
1125,627
1126,653
1127,1111
1128,1100
1129,3285
1130,2380
1131,2645
1132,6827
1133,3703
1134,1271
1135,1303
1136,8322
1137,2818
1138,1279
1139,1740
1140,1026
1141,11217
1142,11509
1143,17975
1144,905
1145,3043
1146,452
1147,6197
1148,5373
1149,13361
1150,10359
1151,867
1152,981
1153,1831
1154,4671
1155,983
1156,3981
1157,2284
1158,3105
1159,4672
1160,840
1161,3489
1162,3130
1163,3397
1164,1150
1165,2854
1166,1050
1167,565
1168,1865
1169,2000
1170,3256
1171,1594
1172,682
1173,2812
1174,3527
1175,3808
1176,426
1177,536
1178,1479
1179,2937
1180,1843
1181,5193
1182,1892
1183,2422
1184,2144
1185,2472
1186,1901
1187,777
1189,10039
1190,2254
1191,1031
1192,833
1193,4587
1195,292
1196,2709
1197,5875
1198,7994
1199,1632
1200,258
1202,4691
1203,18
1204,2296
1205,2991
1206,1358
1207,1658
1208,852
1209,3560
1210,5534
1211,843
1212,3131
1213,4191
1214,2415
1215,8400
1216,963
1217,1021
1218,2295
1219,4307
1220,1632
1221,1430
1222,1871
1223,3922
1224,1115
1225,2408
1226,5865
1227,4237
1228,2711
1229,4297
1230,533
1231,2824
1232,4422
1233,1697
1234,738
1235,1347
1236,1819
1237,1384
1238,1536
1239,3993
1240,1886
1241,1616
1242,852
1243,4056
1244,640
1245,5065
1246,2358
1247,2123
1248,2941
1249,2804
1250,1421
1251,2421
1252,2649
1253,4302
1254,3571
1255,4292
1256,1227
1257,4260
1258,1593
1259,2044
1260,2337
1261,2573
1262,2475
1263,845
1264,1536
1266,497
1267,1253
1268,3365
1269,1158
1270,4302
1271,2136
1272,1769
1273,15390
1274,2507
1275,871
1276,2570
1277,2232
1278,1756
1279,649
1280,242
1281,1329
1282,629
1283,5073
1284,2540
1285,430
1286,1139
1287,985
1289,2100
1290,8992
1291,2085
1292,2431
1293,2001
1294,423
1295,516
1296,266
1297,6276
1298,326
1299,3760
1300,4592
1301,1107
1302,9464
1303,582
1304,4752
1305,4671
1306,1750
1307,2401
1308,1090
1309,2600
1310,3517
1311,6089
1312,2190
1313,206
1314,211
1315,2644
1316,2698
1317,2647
1318,400
1319,555
1320,1974
1321,2052
1322,681
1323,1576
1324,1411
1325,4476
1326,10886
1327,1508
1328,2352
1329,2697
1330,1773
1331,2594
1332,6300
1333,3116
1335,3379
1336,1227
1337,1338
1338,731
1339,6439
1340,4635
1341,2208
1342,712
1343,2366
1344,2904
1345,1779
1346,654
1347,1667
1348,1935
1349,126
1350,649
1351,3413
1352,3684
1353,2273
1354,966
1355,1651
1356,2177
1357,6443
1358,2609
1359,757
1360,4024
1361,1471
1362,2539
1363,1933
1364,1477
1365,4176
1366,5482
1367,3576
1368,2597
1369,3196
1370,2040
1371,6138
1372,11708
1373,7250
1374,3900
1375,3998
1376,1736
1377,702
1378,3863
1379,1438
1381,2794
1382,2793
1383,4291
1384,1853
1385,2675
1386,727
1387,220
1388,1122
1389,2796
1390,1999
1391,3354
1392,16295
1393,3826
1394,1256
1395,20928
1396,11088
1397,1825
1398,2161
1399,4518
1400,1816
1401,1548
1402,1511
1403,2833
1404,5265
1405,1402
1406,2517
1407,13561
1408,2979
1409,4274
1410,6469
1411,2448
1412,4656
1413,2840
1414,2965
1415,6126
1416,3302
1417,8351
1418,2701
1419,2397
1420,3003
1421,3671
1422,6887
1423,2746
1424,13314
1425,5243
1426,264
1427,1817
1428,1673
1429,132
1430,1981
1431,770
1432,1015
1433,3215
1434,759
1435,17621
1436,13258
1437,931
1438,4197
1439,7036
1440,6109
1441,9445
1442,62
1443,1825
1446,2093
1447,1258
1448,3095
1449,4259
1450,1309
1451,2124
1452,2948
1453,2671
1454,386
1455,2983
1456,552
1457,1325
1458,5434
1459,2881
1460,2590
1461,702
1462,1202
1463,2514
1464,5953
1465,2611
1466,1296
1467,1218
1468,2085
1469,510
1470,4209
1471,2372
1472,1025
1473,1854
1474,328
1475,1693
1476,983
1477,4292
1478,4923
1479,4766
1480,13273
1481,2544
1482,33538
1483,9748
1484,3441
1485,4898
1486,809
1487,2478
1488,800
1489,1414
1490,1533
1491,7259
1492,1680
1493,2080
1494,1342
1495,873
1496,2501
1497,5685
1498,2170
1499,7967
1500,527
1501,1415
1502,5059
1503,5256
1504,1493
1505,2516
1506,877
1507,1561
1508,1368
1509,1082
1510,1636
1511,2951
1512,2941
1513,1993
1514,1458
1515,1445
1516,12303
1517,353
1518,2165
1519,2897
1520,701
1521,3285
1522,717
1523,3360
1524,12408
1525,2531
1526,3460
1527,2067
1528,2464
1529,4122
1530,3187
1531,2216
1532,4589
1533,502
1534,1892
1535,5452
1536,2828
1537,1261
1538,3924
1539,963
1540,956
1541,1911
1542,4282
1543,6687
1544,1534
1545,1618
1546,3264
1547,3103
1548,1368
1549,2116
1550,1059
1551,4453
1552,675
1553,2254
1554,4396
1555,5543
1556,6238
1557,221
1558,582
1559,506
1560,784
1561,1086
1562,431
1563,3377
1564,1031
1565,6474
1566,1445
1567,2334
1568,1952
1569,3702
1570,1313
1571,3288
1572,289
1573,678
1574,5258
1575,556
1576,3752
1577,1281
1578,1044
1579,355
1580,2159
1581,1324
1582,920
1583,1575
1584,3906
1585,1091
1586,269
1587,573
1588,1084
1589,390
1590,10850
1591,637
1592,2410
1593,4772
1594,10243
1595,1081
1596,959
1597,1489
1598,1846
1599,1050
1600,3190
1601,8621
1602,2826
1603,785
1604,169
1605,10586
1606,955
1607,2712
1608,964
1610,5514
1611,4201
1612,1958
1613,5084
1614,2692
1615,696
1616,5173
1617,3274
1618,7019
1619,2143
1620,1714
1621,4622
1622,2202
1623,127
1624,2666
1625,3416
1626,1774
1627,1310
1628,3571
1629,8044
1630,1841
1631,1703
1632,2190
1633,963
1634,628
1635,1884
1636,4044
1637,1020
1638,1055
1639,4743
1640,1323
1641,2219
1642,666
1643,501
1644,3645
1645,690
1646,5311
1647,522
1648,878
1649,14923
1650,936
1651,2220
1652,1819
1653,1275
1654,2533
1655,3259
1656,1545
1657,1095
1658,1221
1659,1000
1660,5966
1661,3980
1662,723
1663,936
1664,10216
1665,2446
1666,2969
1667,1011
1668,1916
1669,2675
1670,3429
1671,2966
1672,6288
1673,969
1674,2625
1675,1056
1676,5817
1677,1556
1678,3673
1679,2396
1680,3325
1681,1683
1682,1746
1683,1530
1684,3922
1685,656
1686,1114
1687,795
1688,347
1689,2155
1690,1853
1691,1809
1692,3160
1693,694
1694,1215
1695,731
1696,2378
1697,1212
1698,7200
1699,10110
1700,2696
1701,916
1702,221
1704,2880
1705,1421
1706,5158
1707,2527
1708,2318
1709,5734
1710,2276
1711,4943
1712,3511
1713,5512
1714,1075
1715,2677
1716,1088
1717,3930
1718,3210
1719,1798
1720,1852
1721,5137
1722,4179
1723,2798
1724,862
1725,1223
1726,1651
1727,2033
1728,428
1729,1456
1730,435
1731,2350
1732,9656
1733,3350
1734,2993
1735,278
1736,4431
1737,2034
1738,1199
1739,2339
1740,3880
1741,937
1742,2160
1743,476
1744,850
1745,4561
1746,937
1747,341
1748,250
1749,5040
1750,8037
1751,592
1752,21067
1753,865
1754,1177
1755,277
1756,875
1757,8893
1758,7416
1759,2400
1760,3182
1761,2444
1762,1494
1763,1747
1764,1308
1765,5971
1766,1758
1767,1521
1768,1812
1769,8451
1770,704
1771,3345
1772,5423
1773,2603
1774,272
1775,7493
1776,2901
1777,3333
1778,8471
1779,1592
1780,1251
1781,2513
1782,1982
1783,4621
1784,4014
1785,3946
1786,494
1787,296
1788,1016
1789,2226
1790,1782
1791,2494
1792,3430
1793,3032
1794,4567
1795,2368
1796,4113
1797,245
1798,5752
1799,3147
1800,781
1801,1105
1802,711
1803,757
1804,2129
1805,583
1806,3352
1807,386
1808,4209
1809,679
1810,13755
1811,3719
1812,713
1813,1060
1814,391
1815,4434
1816,1279
1817,3284
1818,1936
1819,5163
1820,760
1821,7544
1822,337
1823,1345
1824,300
1825,911
1826,3716
1827,1026
1828,1089
1829,8852
1830,116004
1831,1254
1832,964
1833,849
1834,1945
1835,33529
1836,1830
1837,1934
1838,10454
1839,4830
1840,5099
1841,6129
1842,2180
1843,4554
1844,1457
1845,6078
1846,2944
1847,1562
1848,9181
1849,1587
1850,672
1851,1903
1852,9923
1853,3448
1854,9581
1855,5484
1856,975
1857,1557
1858,2508
1859,1565
1860,5956
1861,1856
1862,3012
1863,520
1864,1312
1865,1622
1866,5194
1867,2703
1868,1381
1869,706
1870,3347
1871,1178
1872,167
1873,862
1874,3792
1875,912
1876,251
1877,1709
1878,1621
1879,1767
1880,3090
1881,1370
1882,1560
1883,250
1884,271
1885,601
1886,11193
1887,8350
1888,25745
1889,52
1890,256
1891,357178
1892,974
1893,943
1894,1989
1895,765
1896,9716
1897,4804
1898,1629
1899,665
1900,1852
1901,1196
1902,2965
1903,886
1904,3114
1905,1732
1906,2684
1907,1852
1908,5299
1909,2748
1910,1442
1911,1366
1912,1306
1913,4177
1914,5224
1915,7366
1916,7817
1917,2450
1918,4546
1919,10155
1920,6590
1921,2439
1922,9684
1923,395
1924,1315
1925,534
1926,4116
1927,344
1928,2941
1929,3131
1930,7266
1931,1085
1932,756
1933,1356
1934,3458
1935,3178
1936,10649
1937,7454
1938,3280
1939,4828
1940,1048
1941,2200
1942,2077
1943,5100
1944,1184
1945,2860
1946,2393
1947,1056
1948,684
1949,2422
1950,1606
1951,2191
1952,977
1953,2319
1954,781
1955,842
1956,982
1957,425
1958,1439
1959,1366
1960,288
1961,3286
1962,1933
1963,2949
1964,1772
1965,2802
1966,1029
1967,1165
1968,1619
1969,5856
1970,1196
1971,2010
1972,874
1973,4052
1974,1174
1975,5287
1976,2106
1977,3346
1978,3498
1979,3293
1980,9078
1981,1491
1982,2513
1983,594
1984,2490
1985,2605
1986,2293
1987,331
1988,740
1990,5713
1993,61
1994,2482
1995,2879
1996,195
1997,1281
1998,2225
1999,3746
2000,961
2001,286
2002,2929
2003,1399
2004,2824
2005,852
2006,5478
2007,7019
2008,3713
2009,649
2010,6790
2011,2014
2012,105
2013,27187
2014,1455
2015,2677
2016,3941
2017,1223
2018,1659
2019,2461
2020,473
2021,186
2022,1390
2023,3475
2024,998
2025,1242
2026,1557
2027,2255
2028,1744
2029,1680
2030,1472
2031,863
2032,1194
2033,4267
2034,4932
2035,1187
2036,3219
2037,1641
2038,577
2039,1873
2040,11834
2041,1509
2042,5072
2043,4422
2044,1423
2045,4241
2046,1542
2047,4692
2048,1714
2049,2149
2050,97
2051,1970
2052,1128
2053,1687
2054,1861
2055,640
2056,1540
2057,2501
2058,1128
2059,1757
2061,2502
2062,1197
2063,1528
2064,795
2065,407
2066,552
2067,1244
2068,11289
2069,2627
2070,628
2071,153
2072,1279
2073,1793
2074,2080
2075,5136
2076,10696
2077,3073
2078,3080
2079,7849
2080,198
2081,4432
2082,2427
2083,401
2084,1006
2085,938
2086,1724
2087,658
2088,681
2089,1365
2090,398
2091,813
2092,1612
2093,53
2094,1513
2095,5828
2096,1988
2097,2636
2098,4710
2099,10211
2100,267
2101,1982
2102,401
2103,6910
2104,2571
2105,1532
2106,6993
2107,3518
2108,3550
2109,1569
2110,1548
2111,4566
2112,1698
2113,3015
2114,4135
2115,279
2116,3037
2117,6779
2118,2371
2119,4645
2120,6589
2121,717
2122,3507
2123,6149
2124,4978
2125,3511
2126,3222
2127,2013
2128,624
2129,67
2130,1507
2131,20
2132,765
2133,2553
2134,9674
2135,4013
2136,8624
2137,3180
2138,2519
2139,326
2140,12829
2141,23513
2142,4469
2143,8886
2144,2655
2145,2154
2146,50
2147,5059
2148,908
2149,512
2150,2457
2151,4319
2152,194
2153,3934
2154,2691
2155,1890
2156,1744
2157,3586
2158,2336
2159,3734
2160,984
2161,2235
2162,421
2163,144
2164,3992
2165,3526
2166,2702
2167,521
2168,732
2169,2098
2170,23814
2171,1590
2172,4747
2173,1009
2174,2295
2175,837
2176,3300
2177,6143
2178,1619
2179,1003
2180,3659
2181,889
2182,1871
2183,37
2184,2930
2185,2253
2186,2483
2187,11181
2188,2369
2189,1341
2190,163
2191,113
2192,11152
2193,7154
2194,2454
2195,1461
2196,479
2197,1306
2198,162
2199,820
2200,1091
2201,1808
2202,1170
2203,2974
2204,3083
2205,5887
2206,1618
2207,5933
2208,8986
2209,2066
2210,2735
2211,116
2212,402
2213,4569
2214,1277
2215,841
2216,2494
2217,3015
2218,4973
2219,5043
2220,7430
2221,18494
2222,782
2223,703
2224,372
2225,1706
2226,1753
2227,1000
2228,2077
2229,247
2230,42197
2231,2267
2232,2351
2233,2337
2234,2766
2235,1008
2236,1896
2237,431
2238,2534
2239,1573
2240,1499
2241,646
2242,1533
2243,68
2244,1630
2245,933
2246,378
2248,3215
2249,3480
2250,1053
2251,3255
2252,373
2253,2758
2254,3780
2255,2117
2256,1542
2257,1300
2258,3502
2259,2376
2260,443
2261,2262
2262,388
2263,2124
2264,1546
2265,811
2266,820
2267,1168
2268,702
2269,1593
2270,1159
2271,16458
2272,342
2273,1552
2274,1844
2275,2482
2276,1310
2277,472
2278,6138
2279,8790
2280,955
2281,1448
2282,5499
2283,2010
2284,633
2285,2600
2286,3950
2287,830
2288,4615
2289,340
2290,300
2291,1833
2292,8302
2293,402
2294,3421
2295,5621
2296,5697
2297,383
2298,3751
2299,818
2300,2352
2301,2282
2302,1863
2303,6704
2304,3423
2305,11900
2306,1148
2307,859
2308,17596
2309,1732
2310,1357
2311,1854
2312,2129
2313,1822
2314,3437
2315,1476
2316,414
2317,5284
2318,4351
2319,2332
2320,2595
2321,1460
2322,3504
2323,6443
2324,276
2325,1007
2326,2018
2327,1349
2328,1450
2329,296
2330,6672
2331,539
2332,3416
2333,1256
2334,1081
2335,1332
2336,6190
2337,2424
2338,2886
2339,2442
2340,1951
2341,454
2342,1210
2343,493
2344,2086
2345,1371
2346,3121
2347,1283
2348,2972
2349,1088
2350,2173
2351,1167
2352,8288
2353,2530
2354,759
2355,11428
2356,6386
2357,2272
2358,1000
2359,4123
2360,2343
2361,11884
2362,3463
2363,3631
2364,1676
2365,68
2366,74
2367,3607
2368,20
2369,2661
2370,1097
2371,1927
2372,335
2373,4576
2374,1436
2375,688
2376,2093
2377,440
2378,1105
2379,1951
2380,3629
2381,1704
2382,2659
2383,1935
2384,396
2385,3022
2386,11653
2387,2732
2388,595
2389,297
2390,5007
2391,1007
2392,1378
2393,10677
2394,2318
2395,1684
2396,8117
2397,8020
2398,2150
2399,4209
2400,2320
2401,5001
2402,93
2403,2847
2404,4500
2405,455
2406,1187
2407,7943
2408,1122
2409,3699
2410,988
2411,459
2412,1974
2413,943
2414,1937
2415,2080
2416,4097
2417,2251
2418,703
2419,10832
2420,1055
2421,89
2422,1538
2423,2743
2424,2945
2425,3463
2426,3090
2427,4982
2428,971
2429,1271
2430,6329
2431,38568
2432,1942
2433,144
2434,9928
2435,2745
2436,2108
2437,2264
2438,2591
2439,2863
2440,712
2441,960
2442,1350
2443,1404
2444,3568
2445,2246
2446,2896
2447,2807
2448,1398
2449,710
2450,6120
2451,1916
2452,2423
2453,1484
2454,6942
2455,4405
2456,2448
2457,561
2458,5627
2459,5055
2460,894
2461,599
2462,2304
2463,3269
2464,1980
2465,1103
2466,1330
2467,1174
2468,2928
2469,5779
2470,646
2471,5464
2472,955
2473,2459
2474,2593
2475,560
2476,2921
2477,4478
2478,896
2479,316
2480,2931
2481,312
2482,4167
2483,4413
2484,5541
2485,4269
2486,3620
2487,1705
2488,422
2489,826
2490,10120
2491,1916
2492,769
2493,1931
2494,4018
2495,5278
2496,4695
2497,2581
2498,2985
2499,829
2500,2695
2501,13
2502,2480
2503,5656
2504,34222
2505,2112
2506,2811
2507,1592
2508,656
2509,1419
2510,743
2511,424
2512,886
2513,241
2514,595
2515,1001
2516,763
2517,162
2518,1054
2519,1155
2520,5264
2521,7725
2522,12328
2523,1075
2524,1816
2525,1087
2526,2777
2527,1034
2528,794
2529,632
2530,2896
2531,3375
2532,659
2533,2805
2534,1986
2535,4007
2536,6804
2537,3105
2538,1364
2539,777
2540,246
2541,2545
2542,1814
2543,178
2544,4592
2545,743
2546,155
2547,1341
2548,696
2549,774
2550,316
2551,2731
2552,1772
2553,339
2554,1302
2555,8014
2556,2004
2557,16616
2558,1280
2559,1193
2560,1223
2561,725
2562,1847
2563,1143
2564,1563
2565,1111
2566,1511
2567,3199
2568,1654
2569,691
2570,605
2571,273
2572,471
2573,699
2574,2678
2575,1002
2576,761
2577,1144
2578,434
2579,10556
2580,860
2581,155
2582,1455
2583,308
2584,6413
2585,2253
2586,1149
2587,6001
2588,1278
2589,2521
2590,939
2591,1762
2592,356
2593,721
2594,971
2595,849
2596,860
2597,778
2598,5329
2599,2385
2600,1315
2601,2987
2603,10131
2604,1030
2605,2245
2606,343
2608,7559
2609,3457
2610,5813
2611,4759
2612,1159
2613,1404
2614,5569
2615,283
2616,207
2617,2112
2618,1040
2619,1669
2620,5091
2621,1702
2622,980
2623,1069
2624,1244
2625,11497
2626,1394
2627,174
2628,702
2629,346
2630,1780
2631,1602
2632,1542
2633,1894
